fav_number,statuses_count,followers_count,friends_count,favourites_count,listed_count,lang,location,default_profile,profile_use_background_image,profile_text_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_background_color,profile_link_color,description,dataset
5451,35,15,326,0,0,1,533,1.0,1.0,43,75,108,166,10,1890,1
11209,36,18,328,0,0,1,911,1.0,1.0,43,75,108,166,10,410,1
108,50,11,355,0,0,1,275,1.0,1.0,43,75,108,166,10,774,1
501,21,11,329,0,0,1,707,1.0,1.0,43,75,108,166,10,1098,1
186,33,20,322,0,0,1,775,1.0,1.0,43,75,108,166,10,1002,1
86,25,12,311,0,0,1,345,1.0,1.0,43,75,108,166,10,183,1
32,33,10,276,0,0,1,1265,1.0,1.0,43,75,108,166,10,2534,1
3,36,12,350,0,0,1,282,1.0,1.0,43,75,108,166,10,1200,1
1980,32,16,316,0,0,1,1106,1.0,1.0,43,75,108,166,10,1992,1
213,34,18,333,0,0,1,1365,1.0,1.0,43,75,108,166,10,783,1
78,46,16,374,0,0,1,1364,1.0,1.0,43,75,108,166,10,328,1
121,31,19,370,0,0,1,642,1.0,1.0,43,75,108,166,10,944,1
10840,24,7,321,0,0,1,227,1.0,1.0,43,75,108,166,10,2156,1
1594,32,12,321,0,0,1,843,1.0,1.0,43,75,108,166,10,74,1
10316,34,13,330,0,0,1,1263,1.0,1.0,43,75,108,166,10,1862,1
140,48,20,412,0,0,1,1479,1.0,1.0,43,75,108,166,10,848,1
0,39,23,371,0,0,1,1267,1.0,1.0,43,75,108,166,10,1729,1
1518,33,29,313,0,0,1,1149,1.0,1.0,43,75,108,166,10,199,1
48282,42,22,312,0,0,1,346,1.0,1.0,43,75,108,166,10,2334,1
1495,36,17,335,0,0,1,879,1.0,1.0,43,75,108,166,10,273,1
8559,31,19,337,0,0,1,212,1.0,1.0,43,75,108,166,10,141,1
2395,35,15,308,0,0,1,1410,1.0,1.0,43,75,108,166,10,862,1
82107,20,11,354,0,0,1,791,1.0,1.0,43,75,108,166,10,2102,1
16863,41,14,330,0,0,1,1272,1.0,1.0,43,75,108,166,10,1005,1
9226,35,14,327,0,0,1,339,1.0,1.0,43,75,108,166,10,2352,1
2779,26,19,323,0,0,1,135,1.0,1.0,43,75,108,166,10,2534,1
2665,26,17,325,0,0,1,106,1.0,1.0,43,75,108,166,10,2476,1
7,42,9,333,0,0,1,301,1.0,1.0,43,75,108,166,10,2271,1
22529,26,23,341,0,0,1,1612,1.0,1.0,43,75,108,166,10,2228,1
799,30,12,333,0,0,1,173,1.0,1.0,43,75,108,166,10,2534,1
0,59,22,540,0,0,1,507,1.0,1.0,43,75,108,166,10,1316,1
895,47,15,520,0,0,1,595,1.0,1.0,43,75,108,166,10,1984,1
12770,53,17,536,0,0,1,652,1.0,1.0,43,75,108,166,10,2534,1
27213,32,17,325,0,0,1,228,1.0,1.0,43,75,108,166,10,2337,1
1285,34,23,354,0,0,1,718,1.0,1.0,43,75,108,166,10,2534,1
8394,30,17,314,0,0,1,104,1.0,1.0,43,75,108,166,10,1562,1
6490,32,18,302,0,0,1,183,1.0,1.0,43,75,108,166,10,849,1
21099,35,10,293,0,0,1,701,1.0,1.0,43,75,108,166,10,1320,1
0,61,30,535,0,0,1,1467,1.0,1.0,43,75,108,166,10,2225,1
7670,29,20,333,0,0,1,858,1.0,1.0,43,75,108,166,10,88,1
8833,33,18,326,0,0,1,661,1.0,1.0,43,75,108,166,10,2206,1
16251,33,13,314,0,0,1,175,1.0,1.0,43,75,108,166,10,82,1
3220,29,27,361,0,0,1,1651,1.0,1.0,43,75,108,166,10,691,1
12,33,12,327,0,0,1,91,1.0,1.0,43,75,108,166,10,62,1
1547,36,15,322,0,0,1,1382,1.0,1.0,43,75,108,166,10,562,1
9232,43,14,317,0,0,1,1101,1.0,1.0,43,75,108,166,10,2497,1
120,31,18,347,0,0,1,819,1.0,1.0,43,75,108,166,10,1542,1
1711,16,15,322,0,0,1,1630,1.0,1.0,43,75,108,166,10,470,1
8400,26,14,314,0,0,1,377,1.0,1.0,43,75,108,166,10,927,1
1348,30,13,307,0,0,1,1498,1.0,1.0,43,75,108,166,10,1653,1
23,32,17,319,0,0,1,390,1.0,1.0,43,75,108,166,10,2534,1
1,48,14,361,0,0,1,1281,1.0,1.0,43,75,108,166,10,235,1
4,26,17,313,0,0,1,751,1.0,1.0,43,75,108,166,10,2534,1
5,40,15,338,0,0,1,997,1.0,1.0,43,75,108,166,10,1451,1
19,26,14,323,0,0,1,324,1.0,1.0,43,75,108,166,10,1001,1
44,30,10,292,0,0,1,1119,1.0,1.0,43,75,108,166,10,2480,1
4963,28,13,347,0,0,1,65,1.0,1.0,43,75,108,166,10,769,1
5268,27,20,299,0,0,1,1481,1.0,1.0,43,75,108,166,10,2521,1
108,19,21,276,0,0,1,1627,1.0,1.0,43,75,108,166,10,748,1
5169,28,16,299,0,0,1,1258,1.0,1.0,43,75,108,166,10,2534,1
623,23,15,324,0,0,1,1032,1.0,1.0,43,75,108,166,10,1995,1
480,32,17,336,0,0,1,1061,1.0,1.0,43,75,108,166,10,1208,1
1687,23,19,310,0,0,1,450,1.0,1.0,43,75,108,166,10,293,1
65496,31,12,305,0,0,1,157,1.0,1.0,43,75,108,166,10,330,1
199,24,17,305,0,0,1,504,1.0,1.0,43,75,108,166,10,376,1
183,25,14,348,0,0,1,644,1.0,1.0,43,75,108,166,10,414,1
1430,30,17,295,0,0,1,544,1.0,1.0,43,75,108,166,10,2154,1
8,34,22,286,0,0,1,1216,1.0,1.0,43,75,108,166,10,637,1
1,38,23,323,0,0,1,1359,1.0,1.0,43,75,108,166,10,673,1
0,37,25,323,0,0,1,649,1.0,1.0,43,75,108,166,10,2527,1
2003,38,17,288,2,0,1,233,1.0,1.0,43,75,108,166,10,2534,1
8685,54,23,517,0,0,1,865,1.0,1.0,43,75,108,166,10,842,1
6728,29,18,263,0,0,1,1231,1.0,1.0,43,75,108,166,10,1993,1
182,44,16,326,0,0,1,660,1.0,1.0,43,75,108,166,10,353,1
1,22,18,305,0,0,1,1348,1.0,1.0,43,75,108,166,10,568,1
117,26,18,303,0,0,1,923,1.0,1.0,43,75,108,166,10,1188,1
10830,29,18,324,0,0,1,289,1.0,1.0,43,75,108,166,10,1559,1
41,36,21,313,0,0,1,1145,1.0,1.0,43,75,108,166,10,198,1
0,35,15,294,0,0,1,1323,1.0,1.0,43,75,108,166,10,413,1
12,28,25,318,0,0,1,1353,1.0,1.0,43,75,108,166,10,838,1
20604,39,16,336,0,0,1,660,1.0,1.0,43,75,108,166,10,2196,1
47910,44,17,323,0,0,1,941,1.0,1.0,43,75,108,166,10,920,1
780,24,32,265,0,0,1,911,1.0,1.0,43,75,108,166,10,2534,1
8002,27,18,301,0,0,1,1374,1.0,1.0,43,75,108,166,10,999,1
16704,35,18,314,0,0,1,519,1.0,1.0,43,75,108,166,10,1683,1
43,31,17,322,0,0,1,329,1.0,1.0,43,75,108,166,10,1479,1
3642,26,14,305,0,0,1,1380,1.0,1.0,43,75,108,166,10,1304,1
629,30,15,321,0,0,1,1363,1.0,1.0,43,75,108,166,10,676,1
795,29,20,309,0,0,1,589,1.0,1.0,43,75,108,166,10,26,1
14260,35,16,306,0,0,1,72,1.0,1.0,43,75,108,166,10,1851,1
3,33,9,298,0,0,1,1350,1.0,1.0,43,75,108,166,10,781,1
1491,54,24,657,0,0,1,926,1.0,1.0,43,75,108,166,10,1611,1
0,23,20,308,0,0,1,175,1.0,1.0,43,75,108,166,10,2534,1
38,20,18,317,0,0,1,1457,1.0,1.0,43,75,108,166,10,856,1
0,28,13,332,0,0,1,467,1.0,1.0,43,75,108,166,10,304,1
48,33,16,323,0,0,1,817,1.0,1.0,43,75,108,166,10,1211,1
430,28,11,306,0,0,1,75,1.0,1.0,43,75,108,166,10,2534,1
327,58,23,461,0,0,1,1406,1.0,1.0,43,75,108,166,10,1636,1
830,26,14,326,0,0,1,201,1.0,1.0,43,75,108,166,10,2534,1
9664,32,32,326,0,0,1,663,1.0,1.0,43,75,108,166,10,2422,1
791,32,15,328,0,0,1,397,1.0,1.0,43,75,108,166,10,1041,1
20,21,16,288,0,0,1,1208,1.0,1.0,43,75,108,166,10,1409,1
0,57,22,468,0,0,1,1332,1.0,1.0,43,75,108,166,10,220,1
0,33,17,326,0,0,1,327,1.0,1.0,43,75,108,166,10,636,1
0,28,24,320,0,0,1,1233,1.0,1.0,43,75,108,166,10,1084,1
0,35,15,321,0,0,1,4,1.0,1.0,43,75,108,166,10,2495,1
5689,32,23,352,0,0,1,1289,1.0,1.0,43,75,108,166,10,1296,1
12239,32,22,351,0,0,1,376,1.0,1.0,43,75,108,166,10,850,1
4607,54,17,536,0,0,1,143,1.0,1.0,43,75,108,166,10,1411,1
6235,16,10,306,0,0,1,1647,1.0,1.0,43,75,108,166,10,1473,1
2277,50,19,543,0,0,1,1075,1.0,1.0,43,75,108,166,10,1312,1
47952,29,16,292,0,0,1,821,1.0,1.0,43,75,108,166,10,2534,1
29422,41,25,349,0,0,1,353,1.0,1.0,43,75,108,166,10,35,1
0,31,16,338,0,0,1,394,1.0,1.0,43,75,108,166,10,1741,1
0,59,24,626,0,0,1,606,1.0,1.0,43,75,108,166,10,2029,1
61,36,18,330,0,0,1,1273,1.0,1.0,43,75,108,166,10,2217,1
8523,31,19,315,0,0,1,602,1.0,1.0,43,75,108,166,10,834,1
18167,28,14,316,0,0,1,940,1.0,1.0,43,75,108,166,10,814,1
19243,60,20,527,0,0,1,1131,1.0,1.0,43,75,108,166,10,2534,1
0,36,18,286,0,0,1,792,1.0,1.0,43,75,108,166,10,476,1
673,26,19,311,0,0,1,1082,1.0,1.0,43,75,108,166,10,2438,1
474,61,19,494,0,0,1,816,1.0,1.0,43,75,108,166,10,1424,1
15322,18,23,272,0,0,1,920,1.0,1.0,43,75,108,166,10,1514,1
0,30,15,280,0,0,1,1598,1.0,1.0,43,75,108,166,10,2245,1
55933,22,14,260,0,0,1,545,1.0,1.0,43,75,108,166,10,639,1
0,26,13,273,0,0,1,823,1.0,1.0,43,75,108,166,10,211,1
0,29,18,309,0,0,1,1402,1.0,1.0,43,75,108,166,10,2534,1
122,55,23,624,0,0,1,1230,1.0,1.0,43,75,108,166,10,1585,1
0,58,48,481,0,0,1,585,1.0,1.0,43,75,108,166,10,1977,1
0,54,31,536,1,0,1,1655,1.0,1.0,43,75,108,166,10,295,1
0,28,16,325,0,0,1,484,1.0,1.0,43,75,108,166,10,1989,1
1036,23,15,323,0,0,1,86,1.0,1.0,43,75,108,166,10,1441,1
21211,32,21,326,0,0,1,197,1.0,1.0,43,75,108,166,10,2001,1
25,35,18,310,0,0,1,1080,1.0,1.0,43,75,108,166,10,658,1
549,20,9,334,0,0,1,1170,1.0,1.0,43,75,108,166,10,2475,1
0,54,26,500,0,0,1,676,1.0,1.0,43,75,108,166,10,879,1
8415,36,0,2,0,0,1,237,1.0,1.0,43,75,108,166,10,979,1
13354,52,25,533,0,0,1,978,1.0,1.0,43,75,108,166,10,1053,1
9564,30,22,270,0,0,1,1170,1.0,1.0,43,75,108,166,10,379,1
0,34,23,342,0,0,1,1378,1.0,1.0,43,75,108,166,10,131,1
42506,20,11,294,0,0,1,175,1.0,1.0,43,75,108,166,10,623,1
50,34,26,302,0,0,1,1429,1.0,1.0,43,75,108,166,10,49,1
0,34,21,316,0,0,1,1658,1.0,1.0,43,75,108,166,10,398,1
0,50,18,685,0,0,1,1648,1.0,1.0,43,75,108,166,10,1355,1
0,26,11,302,0,0,1,694,1.0,1.0,43,75,108,166,10,1680,1
0,35,18,365,0,0,1,686,1.0,1.0,43,75,108,166,10,40,1
0,29,23,306,0,0,1,957,1.0,1.0,43,75,108,166,10,2534,1
25,16,15,268,0,0,1,275,1.0,1.0,43,75,108,166,10,2534,1
0,63,28,535,0,0,1,302,1.0,1.0,43,75,108,166,10,482,1
12625,26,15,284,0,0,1,1258,1.0,1.0,43,75,108,166,10,1899,1
86402,34,20,280,0,0,1,789,1.0,1.0,43,75,108,166,10,608,1
0,37,12,317,0,0,1,188,1.0,1.0,43,75,108,166,10,1215,1
146,41,20,332,0,0,1,1644,1.0,1.0,43,75,108,166,10,2534,1
0,27,24,294,0,0,1,1621,1.0,1.0,43,75,108,166,10,1996,1
372,34,14,319,0,0,1,1032,1.0,1.0,43,75,108,166,10,2534,1
2550,23,10,297,0,0,1,660,1.0,1.0,43,75,108,166,10,801,1
327,27,16,318,0,0,1,1615,1.0,1.0,43,75,108,166,10,2222,1
0,21,18,267,0,0,1,748,1.0,1.0,43,75,108,166,10,2240,1
0,35,17,313,0,0,1,581,1.0,1.0,43,75,108,166,10,1658,1
48,29,18,325,0,0,1,204,1.0,1.0,43,75,108,166,10,2203,1
875,30,9,264,0,0,1,821,1.0,1.0,43,75,108,166,10,872,1
16009,33,24,336,0,0,1,238,1.0,1.0,43,75,108,166,10,2033,1
21,25,14,302,0,0,1,1065,1.0,1.0,43,75,108,166,10,1414,1
3815,31,13,327,0,0,1,1607,1.0,1.0,43,75,108,166,10,599,1
0,37,23,310,0,0,1,1622,1.0,1.0,43,75,108,166,10,2390,1
0,32,17,308,0,0,1,914,1.0,1.0,43,75,108,166,10,461,1
0,33,11,345,0,0,1,1605,1.0,1.0,43,75,108,166,10,973,1
0,33,18,266,0,0,1,1220,1.0,1.0,43,75,108,166,10,1842,1
11767,34,16,275,0,0,1,86,1.0,1.0,43,75,108,166,10,1233,1
2189,25,20,313,0,0,1,933,1.0,1.0,43,75,108,166,10,818,1
0,38,13,320,0,0,1,1056,1.0,1.0,43,75,108,166,10,2534,1
21,22,17,262,0,0,1,1513,1.0,1.0,43,75,108,166,10,63,1
628,20,17,304,0,0,1,648,1.0,1.0,43,75,108,166,10,2030,1
563,23,12,269,0,0,1,1632,1.0,1.0,43,75,108,166,10,2219,1
1033,47,16,328,0,0,1,1099,1.0,1.0,43,75,108,166,10,2534,1
6,19,16,289,0,0,1,32,1.0,1.0,43,75,108,166,10,669,1
0,67,22,668,5,0,1,1587,1.0,1.0,43,75,108,166,10,2534,1
0,25,18,308,0,0,1,115,1.0,1.0,43,75,108,166,10,853,1
0,37,20,326,0,0,1,536,1.0,1.0,43,75,108,166,10,1687,1
0,31,16,315,0,0,1,1262,1.0,1.0,43,75,108,166,10,2534,1
0,32,14,293,0,0,1,808,1.0,1.0,43,75,108,166,10,1841,1
0,32,20,287,0,0,1,97,1.0,1.0,43,75,108,166,10,809,1
1,54,21,514,0,0,1,587,1.0,1.0,43,75,108,166,10,2439,1
293,26,13,282,0,0,1,1666,1.0,1.0,43,75,108,166,10,356,1
0,25,15,274,0,0,1,998,1.0,1.0,43,75,108,166,10,1416,1
49,31,14,307,0,0,1,300,1.0,1.0,43,75,108,166,10,906,1
44,28,18,297,0,0,1,1535,1.0,1.0,43,75,108,166,10,2142,1
494,28,25,269,0,0,1,473,1.0,1.0,43,75,108,166,10,2457,1
12,21,17,303,0,0,1,974,1.0,1.0,43,75,108,166,10,811,1
1,20,15,319,0,0,1,1210,1.0,1.0,43,75,108,166,10,327,1
1624,24,12,272,0,0,1,1290,1.0,1.0,43,75,108,166,10,1983,1
0,23,18,284,0,0,1,1172,1.0,1.0,43,75,108,166,10,2173,1
21,20,18,277,0,0,1,275,1.0,1.0,43,75,108,166,10,50,1
1145,26,15,308,0,0,1,718,1.0,1.0,43,75,108,166,10,662,1
111,30,20,313,0,0,1,1340,1.0,1.0,43,75,108,166,10,1610,1
256,31,19,267,0,0,1,454,1.0,1.0,43,75,108,166,10,859,1
0,23,19,319,0,0,1,1288,1.0,1.0,43,75,108,166,10,60,1
171,33,13,341,0,0,1,434,1.0,1.0,43,75,108,166,10,785,1
10471,29,19,228,0,0,1,600,1.0,1.0,43,75,108,166,10,1832,1
1906,32,21,289,0,0,1,583,1.0,1.0,43,75,108,166,10,878,1
2513,17,21,284,0,0,1,1589,1.0,1.0,43,75,108,166,10,2534,1
12122,31,15,317,0,0,1,1310,1.0,1.0,43,75,108,166,10,108,1
363,23,16,299,0,0,1,183,1.0,1.0,43,75,108,166,10,1109,1
11305,30,16,293,0,0,1,375,1.0,1.0,43,75,108,166,10,1662,1
226,29,19,298,0,0,1,770,1.0,1.0,43,75,108,166,10,43,1
440,27,14,289,0,0,1,1415,1.0,1.0,43,75,108,166,10,2534,1
13094,23,23,288,0,0,1,1035,1.0,1.0,43,75,108,166,10,1214,1
2293,26,19,280,0,0,1,648,1.0,1.0,43,75,108,166,10,1790,1
739,34,10,281,0,0,1,920,1.0,1.0,43,75,108,166,10,1213,1
0,22,12,314,0,0,1,1065,1.0,1.0,43,75,108,166,10,79,1
342,35,21,255,0,0,1,1673,1.0,1.0,43,75,108,166,10,978,1
1,23,17,295,0,0,1,895,1.0,1.0,43,75,108,166,10,2091,1
1342,33,10,266,0,0,1,538,1.0,1.0,43,75,108,166,10,516,1
1214,40,16,305,0,0,1,1023,1.0,1.0,43,75,108,166,10,2534,1
229,35,12,307,0,0,1,1412,1.0,1.0,43,75,108,166,10,2122,1
6345,23,14,263,0,0,1,1349,1.0,1.0,43,75,108,166,10,2157,1
0,27,14,285,0,0,1,692,1.0,1.0,43,75,108,166,10,959,1
10,26,16,302,0,0,1,1507,1.0,1.0,43,75,108,166,10,2153,1
3162,32,17,267,0,0,1,547,1.0,1.0,43,75,108,166,10,1954,1
80,25,18,267,0,0,1,314,1.0,1.0,43,75,108,166,10,928,1
2903,28,22,279,0,0,1,89,1.0,1.0,43,75,108,166,10,2083,1
327,29,15,270,0,0,1,1186,1.0,1.0,43,75,108,166,10,1840,1
129,24,18,267,0,0,1,1036,1.0,1.0,43,75,108,166,10,1415,1
2581,24,15,301,0,0,1,535,1.0,1.0,43,75,108,166,10,2358,1
10264,32,15,276,0,0,1,113,1.0,1.0,43,75,108,166,10,2207,1
4427,31,8,259,0,0,1,1127,1.0,1.0,43,75,108,166,10,591,1
1410,29,6,245,0,0,1,307,1.0,1.0,43,75,108,166,10,2300,1
15,28,20,288,0,0,1,1454,1.0,1.0,43,75,108,166,10,2442,1
137,39,16,277,0,0,1,1415,1.0,1.0,43,75,108,166,10,2534,1
5196,26,13,262,0,0,1,1387,1.0,1.0,43,75,108,166,10,47,1
286,24,12,307,0,0,1,1136,1.0,1.0,43,75,108,166,10,1363,1
2,20,16,303,0,0,1,75,1.0,1.0,43,75,108,166,10,822,1
3002,26,12,278,0,0,1,657,1.0,1.0,43,75,108,166,10,2534,1
750,31,18,270,0,0,1,1230,1.0,1.0,43,75,108,166,10,2534,1
15,25,24,270,0,0,1,699,1.0,1.0,43,75,108,166,10,1193,1
14245,26,12,288,0,0,1,1664,1.0,1.0,43,75,108,166,10,2534,1
0,29,16,262,0,0,1,223,1.0,1.0,43,75,108,166,10,2426,1
8374,29,7,241,0,0,1,422,1.0,1.0,43,75,108,166,10,1900,1
681,29,23,307,0,0,1,856,1.0,1.0,43,75,108,166,10,2013,1
36,20,12,272,0,0,1,333,1.0,1.0,43,75,108,166,10,2523,1
20,27,19,272,0,0,1,937,1.0,1.0,43,75,108,166,10,2198,1
526,30,16,273,0,0,1,1147,1.0,1.0,43,75,108,166,10,886,1
0,24,17,288,0,0,1,821,1.0,1.0,43,75,108,166,10,1892,1
1,24,22,260,0,0,1,1516,1.0,1.0,43,75,108,166,10,2237,1
3278,25,11,280,0,0,1,821,1.0,1.0,43,75,108,166,10,2437,1
6934,27,16,299,0,0,1,1160,1.0,1.0,43,75,108,166,10,1994,1
5920,22,21,279,0,0,1,648,1.0,1.0,43,75,108,166,10,1354,1
18165,23,17,287,0,0,1,1,1.0,1.0,43,75,108,166,10,1458,1
14871,24,17,316,0,0,1,349,1.0,1.0,43,75,108,166,10,2534,1
3165,34,15,274,0,0,1,1265,1.0,1.0,43,75,108,166,10,678,1
0,29,17,283,0,0,1,1371,1.0,1.0,43,75,108,166,10,2002,1
256,31,20,295,0,0,1,1283,1.0,1.0,43,75,108,166,10,2534,1
2406,27,18,320,2,0,1,487,1.0,1.0,43,75,108,166,10,422,1
96090,16,13,294,0,0,1,1127,1.0,1.0,43,75,108,166,10,2534,1
809,17,23,263,0,0,1,592,1.0,1.0,43,75,108,166,10,2306,1
57,31,15,316,0,0,1,782,1.0,1.0,43,75,108,166,10,1399,1
1854,28,16,288,0,0,1,662,1.0,1.0,43,75,108,166,10,501,1
30244,31,12,290,0,0,1,498,1.0,1.0,43,75,108,166,10,2454,1
48473,35,16,302,0,0,1,621,1.0,1.0,43,75,108,166,10,654,1
5897,29,19,313,0,0,1,1184,1.0,1.0,43,75,108,166,10,1448,1
13237,22,22,274,0,0,1,612,1.0,1.0,43,75,108,166,10,2218,1
1,27,18,272,0,0,1,117,1.0,1.0,43,75,108,166,10,68,1
0,17,20,276,0,0,1,547,1.0,1.0,43,75,108,166,10,2457,1
2070,36,18,301,0,0,1,521,1.0,1.0,43,75,108,166,10,2362,1
17,23,16,314,0,0,1,237,1.0,1.0,43,75,108,166,10,2534,1
903,29,22,278,0,0,1,478,1.0,1.0,43,75,108,166,10,18,1
1781,25,15,289,0,0,1,1381,1.0,1.0,43,75,108,166,10,802,1
0,28,16,331,0,0,1,429,1.0,1.0,43,75,108,166,10,2328,1
1496,29,11,293,0,0,1,111,1.0,1.0,43,75,108,166,10,140,1
3417,36,14,303,1,0,1,1043,1.0,1.0,43,75,108,166,10,2507,1
3013,32,12,308,0,0,1,1575,1.0,1.0,43,75,108,166,10,233,1
6363,31,13,287,0,0,1,427,1.0,1.0,43,75,108,166,10,2534,1
21537,44,12,298,0,0,1,21,1.0,1.0,43,75,108,166,10,324,1
25,27,11,307,0,0,1,648,1.0,1.0,43,75,108,166,10,389,1
20,24,10,306,0,0,1,86,1.0,1.0,43,75,108,166,10,1330,1
4,24,13,283,0,0,1,359,1.0,1.0,43,75,108,166,10,1007,1
0,63,16,637,0,0,1,1421,1.0,1.0,43,75,108,166,10,596,1
7643,20,11,282,0,0,1,1307,1.0,1.0,43,75,108,166,10,1587,1
34206,55,17,569,0,0,1,1279,1.0,1.0,43,75,108,166,10,344,1
731,32,14,285,0,0,1,1064,1.0,1.0,43,75,108,166,10,1083,1
284,31,20,288,0,0,1,1336,1.0,1.0,43,75,108,166,10,1096,1
7,67,27,681,0,0,1,974,1.0,1.0,43,75,108,166,10,1561,1
67,30,18,264,0,0,1,367,1.0,1.0,43,75,108,166,10,1402,1
380,20,11,289,0,0,1,1142,1.0,1.0,43,75,108,166,10,1434,1
23,60,21,635,0,0,1,1132,1.0,1.0,43,75,108,166,10,494,1
4534,30,16,308,0,0,1,666,1.0,1.0,43,75,108,166,10,354,1
0,24,22,280,0,0,1,1484,1.0,1.0,43,75,108,166,10,2534,1
1067,61,21,649,0,0,1,1279,1.0,1.0,43,75,108,166,10,423,1
2,27,12,283,0,0,1,834,1.0,1.0,43,75,108,166,10,2134,1
53,24,18,271,0,0,1,893,1.0,1.0,43,75,108,166,10,948,1
1053,56,30,614,0,0,1,7,1.0,1.0,43,75,108,166,10,803,1
412,20,21,277,0,0,1,870,1.0,1.0,43,75,108,166,10,2148,1
6757,32,9,287,0,0,1,1173,1.0,1.0,43,75,108,166,10,532,1
39873,27,15,294,0,0,1,1652,1.0,1.0,43,75,108,166,10,1920,1
8670,57,25,577,0,0,1,517,1.0,1.0,43,75,108,166,10,873,1
109,27,20,289,0,0,1,812,1.0,1.0,43,75,108,166,10,144,1
9615,38,20,332,0,0,1,601,1.0,1.0,43,75,108,166,10,2534,1
82,25,22,266,0,0,1,1176,1.0,1.0,43,75,108,166,10,1413,1
3886,22,18,244,0,0,1,60,1.0,1.0,43,75,108,166,10,714,1
529,26,21,259,0,0,1,342,1.0,1.0,43,75,108,166,10,202,1
0,37,18,549,0,0,1,99,1.0,1.0,43,75,108,166,10,395,1
1060,28,15,270,0,0,1,648,1.0,1.0,43,75,108,166,10,724,1
1175,29,13,273,0,0,1,343,1.0,1.0,43,75,108,166,10,2039,1
8417,32,8,291,0,0,1,1592,1.0,1.0,43,75,108,166,10,2353,1
2554,28,12,295,0,0,1,1665,1.0,1.0,43,75,108,166,10,1607,1
42,26,16,280,0,0,1,633,1.0,1.0,43,75,108,166,10,2383,1
327,33,21,291,0,0,1,1555,1.0,1.0,43,75,108,166,10,385,1
387,30,25,262,0,0,1,1483,1.0,1.0,43,75,108,166,10,2112,1
440,20,13,256,0,0,1,159,1.0,1.0,43,75,108,166,10,761,1
0,25,18,319,0,0,1,789,1.0,1.0,43,75,108,166,10,2534,1
2593,35,18,286,0,0,1,351,1.0,1.0,43,75,108,166,10,1831,1
2507,29,17,281,0,0,1,1294,1.0,1.0,43,75,108,166,10,2534,1
675,17,20,282,0,0,1,686,1.0,1.0,43,75,108,166,10,674,1
2182,25,25,250,0,0,1,752,1.0,1.0,43,75,108,166,10,197,1
265,26,17,278,0,0,1,424,1.0,1.0,43,75,108,166,10,301,1
59,38,14,283,0,0,1,42,1.0,1.0,43,75,108,166,10,1855,1
0,30,17,276,0,0,1,1207,1.0,1.0,43,75,108,166,10,2025,1
5033,28,14,249,0,0,1,909,1.0,1.0,43,75,108,166,10,1301,1
5370,20,15,296,0,0,1,178,1.0,1.0,43,75,108,166,10,1575,1
3227,24,17,273,0,0,1,276,1.0,1.0,43,75,108,166,10,434,1
206,28,13,282,0,0,1,922,1.0,1.0,43,75,108,166,10,1553,1
44150,32,9,308,0,0,1,896,1.0,1.0,43,75,108,166,10,2534,1
36,28,14,281,0,0,1,1371,1.0,1.0,43,75,108,166,10,1998,1
1,29,18,280,0,0,1,175,1.0,1.0,43,75,108,166,10,1574,1
1738,26,10,237,0,0,1,992,1.0,1.0,43,75,108,166,10,1306,1
65,28,16,266,0,0,1,1091,1.0,1.0,43,75,108,166,10,958,1
917,27,16,255,0,0,1,783,1.0,1.0,43,75,108,166,10,1967,1
355,23,21,253,0,0,1,1077,1.0,1.0,43,75,108,166,10,32,1
469,25,13,326,0,0,1,1265,1.0,1.0,43,75,108,166,10,463,1
28,29,19,303,0,0,1,1482,1.0,1.0,43,75,108,166,10,2534,1
303,26,21,269,0,0,1,435,1.0,1.0,43,75,108,166,10,2302,1
4634,25,19,302,0,0,1,547,1.0,1.0,43,75,108,166,10,2061,1
213,24,12,294,0,0,1,697,1.0,1.0,43,75,108,166,10,78,1
3980,38,11,262,0,0,1,1517,1.0,1.0,43,75,108,166,10,711,1
2103,20,19,257,0,0,1,837,1.0,1.0,43,75,108,166,10,1835,1
4947,35,21,270,0,0,1,1448,1.0,1.0,43,75,108,166,10,2254,1
25032,30,18,247,0,0,1,175,1.0,1.0,43,75,108,166,10,2534,1
29,22,22,258,0,0,1,1058,1.0,1.0,43,75,108,166,10,403,1
254,30,11,258,0,0,1,687,1.0,1.0,43,75,108,166,10,1858,1
21499,28,13,276,0,0,1,95,1.0,1.0,43,75,108,166,10,76,1
1059,18,18,276,0,0,1,901,1.0,1.0,43,75,108,166,10,2534,1
573,25,21,274,0,0,1,1414,1.0,1.0,43,75,108,166,10,325,1
3351,26,16,278,0,0,1,376,1.0,1.0,43,75,108,166,10,2313,1
24257,27,17,311,0,0,1,631,1.0,1.0,43,75,108,166,10,1990,1
1696,24,26,276,0,0,1,1347,1.0,1.0,43,75,108,166,10,1978,1
505,32,16,264,0,0,1,702,1.0,1.0,43,75,108,166,10,734,1
175,25,17,270,0,0,1,594,1.0,1.0,43,75,108,166,10,2534,1
175,28,14,249,0,0,1,1230,1.0,1.0,43,75,108,166,10,509,1
4658,25,15,267,0,0,1,660,1.0,1.0,43,75,108,166,10,2449,1
72,25,14,269,0,0,1,805,1.0,1.0,43,75,108,166,10,2534,1
16613,29,14,284,0,0,1,501,1.0,1.0,43,75,108,166,10,73,1
0,26,9,299,0,0,1,525,1.0,1.0,43,75,108,166,10,146,1
